CSC 103,TEST I,,,,,,TEST II,,,,,,QUIZZES,,,,,LABS,,,,,,,TOTAL,"FINAL 
EXAM",,,,,,,TOTAL,Grade
SEC,Q1,Q2,Q3,Q4,T1,T1,Q1,Q2,Q3,Q4,T2,T2,Q1,Q2,PQ1,PQ2,Quiz,A1,A2,A3,A4,A5,A6,Lab,,Q1,Q2,Q3,Q4,Q5,Final,Final,,
,8,10,10,12,40,20%,6,6,12,16,40,20%,10,10,10,10,10%,10,10,10,10,10,10,10%,60%,16,14,16,14,20,80,40%,100%,
12,6.5,3.5,10.0,8.5,28.5,14.2,,,,,15.5,7.8,,,,,0.0,,,,,,,0.0,22.0,11.3,5.3,8.5,0.0,6.0,31.0,15.5,37,F
12,8.0,6.4,8.0,11.0,33.4,16.7,6.0,6.0,6.8,7.0,25.8,12.9,7.8,10.0,10.0,9.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.8,15.3,8.0,6.5,0.0,2.0,31.8,15.9,65,D+
12,8.0,6.4,7.0,10.0,31.4,15.7,4.5,4.5,8.8,8.0,25.8,12.9,4.3,4.5,10.0,10.0,7.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,46.3,9.3,11.0,13.5,4.5,5.0,43.3,21.6,68,C-
12,5.8,5.6,5.0,2.0,18.4,9.2,6.0,6.0,11.8,11.0,34.8,17.4,10.0,10.0,10.0,0.0,7.0,10.0,10.0,10.0,10.0,,,6.7,40.2,15.8,10.5,16.0,12.0,13.0,67.3,33.6,74,C+
12,7.5,5.7,7.0,7.0,27.2,13.6,4.5,1.0,4.5,7.0,17.0,8.5,7.8,6.5,5.0,9.0,7.1,10.0,10.0,,10.0,10.0,10.0,8.3,37.5,6.8,6.0,12.5,1.5,5.0,31.8,15.9,53,F
12,6.0,6.3,6.0,11.0,29.3,14.7,6.0,6.0,11.8,13.0,36.8,18.4,6.8,5.8,10.0,10.0,8.5,10.0,10.0,10.0,10.0,10.0,,8.3,49.9,9.3,9.0,14.0,9.0,10.0,51.3,25.6,75,C+
12,8.0,9.9,6.0,11.0,34.9,17.4,6.0,6.0,12.0,15.0,39.0,19.5,9.8,10.0,10.0,5.0,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.4,15.3,12.3,16.0,13.5,18.0,75.0,37.5,93,A
12,8.0,9.9,10.0,11.0,38.9,19.4,6.0,6.0,11.8,15.0,38.8,19.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.8,14.5,12.5,15.0,8.0,17.0,67.0,33.5,92,A
12,8.0,4.9,4.0,11.0,27.9,13.9,5.8,6.0,11.8,12.0,35.5,17.8,5.8,5.5,10.0,10.0,8.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,49.9,13.3,7.8,16.0,11.5,3.0,51.5,25.8,76,C+
12,8.0,9.0,7.0,12.0,36.0,18.0,6.0,6.0,11.8,16.0,39.8,19.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.9,14.0,11.5,16.0,13.0,16.0,70.5,35.3,93,A
12,4.5,1.4,7.0,10.0,22.9,11.4,4.0,3.5,2.3,4.0,13.8,6.9,3.3,5.5,5.0,5.0,4.8,10.0,,10.0,10.0,10.0,10.0,8.3,31.4,5.0,3.5,1.5,0.0,2.0,12.0,6.0,37,F
12,8.0,9.0,7.0,11.5,35.5,17.8,6.0,6.0,8.3,10.0,30.3,15.1,10.0,10.0,9.0,9.0,9.4,10.0,,10.0,10.0,10.0,10.0,8.3,50.6,10.0,9.0,9.0,6.5,14.0,48.5,24.3,75,C+
12,8.0,10.0,8.5,11.0,37.5,18.8,6.0,6.0,11.3,15.0,38.3,19.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.9,15.0,11.3,10.0,9.0,18.0,63.3,31.6,90,A
12,6.0,6.7,7.5,1.0,21.2,10.6,1.8,4.5,2.5,5.0,13.8,6.9,1.3,3.5,9.0,10.0,6.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,34.1,7.5,6.0,0.0,0.0,2.0,15.5,7.8,42,F
13,6.5,3.2,1.0,4.0,14.7,7.3,2.0,0.0,0.0,5.0,7.0,3.5,,,,,0.0,,,,,,,0.0,10.8,3.8,1.8,0.0,0.0,3.0,8.5,4.3,15,F
13,7.8,3.8,6.0,3.0,20.5,10.3,4.0,3.0,4.5,3.0,14.5,7.3,10.0,8.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,,8.3,34.8,12.3,3.3,2.0,2.5,6.0,26.0,13.0,48,F
13,2.5,0.3,2.5,5.0,10.3,5.1,0.5,0.0,0.5,6.0,7.0,3.5,,,8.0,,2.4,,8.0,,,,,1.3,12.4,6.5,2.5,0.0,1.0,2.0,12.0,6.0,18,F
13,,,,,31.5,15.8,6.0,6.0,11.5,10.0,33.5,16.8,,,10.0,,3.0,10.0,10.0,10.0,10.0,10.0,8.0,9.7,45.2,13.8,8.3,14.5,11.5,15.0,63.0,31.5,77,B-
13,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
13,2.0,4.1,3.5,2.5,12.1,6.1,1.5,0.0,0.0,0.0,1.5,0.8,,,,,0.0,,,,,,,0.0,6.8,,,,,,,,,W
13,7.0,4.0,4.0,9.5,24.5,12.3,4.5,0.0,2.0,4.0,10.5,5.3,,,10.0,,3.0,10.0,10.0,10.0,,,,5.0,25.5,,,,,,0.0,0.0,26,F
13,4.8,3.4,4.5,0.0,12.7,6.3,1.5,0.5,4.0,7.0,13.0,6.5,,,9.5,,2.9,10.0,10.0,10.0,10.0,,,6.7,22.3,2.3,3.0,0.0,0.0,1.0,6.3,3.1,25,F
13,4.8,3.3,4.0,7.0,19.1,9.5,4.0,2.5,1.0,4.0,11.5,5.8,10.0,6.0,9.5,9.0,8.8,9.0,10.0,,10.0,,,4.8,28.9,7.5,0.0,0.0,0.0,0.0,7.5,3.8,33,F
13,8.0,7.9,6.0,12.0,33.9,17.0,5.5,5.0,11.5,13.0,35.0,17.5,10.0,8.5,10.0,10.0,9.7,10.0,10.0,10.0,7.0,10.0,8.0,9.2,53.3,14.3,13.0,15.0,13.5,16.0,71.8,35.9,89,A-
13,5.5,2.2,4.5,3.0,15.2,7.6,,,,,0.0,0.0,,,7.0,,2.1,8.0,9.0,,,,,2.8,12.5,,,,,,,,,W
13,2.0,0.5,1.0,0.0,3.5,1.8,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,1.8,,,,,,,,,W
13,7.3,0.3,2.0,0.0,9.5,4.8,,,,,0.0,0.0,,,,,0.0,9.0,,,,,,1.5,6.3,,,,,,,,,W
13,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,WF
13,7.0,6.3,5.0,7.5,25.8,12.9,6.0,0.5,3.5,10.0,20.0,10.0,5.0,8.0,7.0,10.0,7.7,10.0,10.0,10.0,,10.0,,6.7,37.3,4.5,7.0,0.0,2.0,8.0,21.5,10.8,48,F
13,8.0,10.0,6.0,11.0,35.0,17.5,6.0,5.8,11.0,14.0,36.8,18.4,2.0,5.5,10.0,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.4,8.5,8.0,15.5,0.0,9.0,41.0,20.5,74,C+
13,8.0,6.1,8.5,9.5,32.1,16.0,6.0,6.0,8.5,13.0,33.5,16.8,9.5,8.5,10.0,8.0,9.0,10.0,10.0,10.0,8.0,10.0,8.0,9.3,51.1,13.3,9.3,16.0,7.5,13.0,59.0,29.5,81,B
13,8.0,10.0,10.0,12.0,40.0,20.0,6.0,6.0,10.0,11.0,33.0,16.5,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,5.0,10.0,9.0,9.0,55.4,13.3,12.5,16.0,10.0,15.0,66.8,33.4,89,A-
13,7.5,7.1,4.0,9.0,27.6,13.8,6.0,4.5,9.5,11.0,31.0,15.5,10.0,9.0,10.0,6.0,8.6,10.0,,10.0,10.0,10.0,5.0,7.5,45.4,12.0,8.0,9.5,2.0,8.0,39.5,19.8,65,D+
13,2.0,2.2,5.5,2.0,11.7,5.8,1.5,2.0,1.0,9.0,13.5,6.8,10.0,3.0,9.0,5.0,6.8,10.0,10.0,10.0,10.0,,8.0,8.0,27.4,7.5,5.5,1.5,6.5,5.0,26.0,13.0,40,F
13,7.3,6.1,8.0,7.5,28.8,14.4,6.0,6.0,10.5,11.0,33.5,16.8,10.0,5.0,8.0,9.0,8.1,10.0,10.0,10.0,10.0,10.0,8.0,9.7,48.9,11.3,6.5,14.5,10.0,13.0,55.3,27.6,77,B-
13,8.0,7.2,7.0,11.0,33.2,16.6,6.0,2.5,7.0,10.0,25.5,12.8,10.0,10.0,7.0,4.0,7.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,46.6,10.5,6.8,7.0,3.0,10.0,37.3,18.6,65,D+
13,8.0,7.5,8.0,10.0,33.5,16.7,6.0,6.0,9.0,10.0,31.0,15.5,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.1,14.8,9.8,15.0,8.5,10.0,58.0,29.0,81,B
13,8.0,8.1,10.0,12.0,38.1,19.0,4.5,6.0,11.0,16.0,37.5,18.8,2.5,7.0,10.0,10.0,7.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.7,14.0,10.5,16.0,13.0,18.0,71.5,35.8,91,A
13,8.0,8.9,9.0,12.0,37.9,18.9,6.0,3.5,12.0,14.0,35.5,17.8,10.0,9.5,10.0,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.6,14.0,9.0,15.5,12.5,14.0,65.0,32.5,89,A-
13,5.0,0.8,2.5,2.0,10.3,5.1,3.5,2.5,2.0,5.0,13.0,6.5,,,10.0,,3.0,10.0,10.0,10.0,,,,5.0,19.6,,,,,,,,,W
13,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
13,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
13,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,WF
13,6.8,2.0,6.0,4.0,18.7,9.4,2.0,2.5,1.0,3.0,8.5,4.3,,,9.5,,2.9,10.0,10.0,10.0,,,,5.0,21.5,,,,,,,,,W
13,3.0,4.9,0.0,0.0,7.9,4.0,3.5,0.0,4.5,0.0,8.0,4.0,,,,,0.0,8.0,10.0,10.0,,,,4.7,12.6,,,,,,,,,F
13,8.0,10.0,8.0,11.0,37.0,18.5,6.0,5.0,10.0,12.0,33.0,16.5,10.0,9.5,9.0,5.0,8.1,10.0,10.0,10.0,10.0,,10.0,8.3,51.4,13.5,11.5,8.5,11.0,15.0,59.5,29.8,81,B
14,6.0,7.3,7.0,11.0,31.3,15.6,4.5,4.8,10.5,12.0,31.8,15.9,,,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,3.3,34.8,13.8,7.0,15.0,3.5,13.0,52.3,26.1,61,D
14,8.0,6.3,9.0,11.0,34.3,17.1,,,,,20.5,10.3,,,5.3,0.0,1.6,10.0,0.0,10.0,10.0,10.0,8.8,8.1,37.1,10.0,9.0,14.0,3.0,5.0,41.0,20.5,58,D
14,4.5,6.8,6.5,12.0,29.8,14.9,6.0,6.0,11.5,12.0,35.5,17.8,8.8,9.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,10.0,9.8,10.0,52.1,9.3,6.0,16.0,5.0,12.0,48.3,24.1,76,C+
14,6.5,3.2,0.5,0.0,10.2,5.1,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,,,,,,,,,W
14,6.0,4.4,5.0,2.5,17.9,8.9,,,,,0.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,10.6,,,,,,,,,W
14,1.5,0.3,0.0,0.0,1.8,0.9,1.0,0.0,0.5,0.0,1.5,0.8,1.0,,0.0,0.0,0.2,9.5,9.8,0.0,10.0,9.5,0.0,6.5,8.3,1.0,1.0,0.0,0.0,0.0,2.0,1.0,9,F
14,8.0,6.0,1.5,10.0,25.5,12.7,4.5,1.0,1.5,3.0,10.0,5.0,5.3,,0.0,10.0,4.1,10.0,10.0,10.0,10.0,0.0,0.0,6.7,28.5,11.0,0.0,2.0,1.5,6.0,20.5,10.3,39,F
14,4.0,10.0,7.5,8.5,30.0,15.0,3.5,5.0,7.0,6.0,21.5,10.8,4.8,,7.8,0.0,3.3,10.0,10.0,10.0,10.0,10.0,9.5,9.9,38.9,10.0,10.0,13.0,1.0,3.0,37.0,18.5,57,F
14,8.0,7.2,7.5,11.0,33.7,16.9,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,,,,,,,,,W
14,6.8,2.3,6.0,3.5,18.5,9.3,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.7,10.9,,,,,,,,,W
14,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
14,8.0,6.2,5.5,11.0,30.7,15.3,3.5,5.5,10.5,8.0,27.5,13.8,,,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,3.3,32.4,,,,,,,,,F
14,8.0,10.0,7.5,12.0,37.5,18.8,6.0,6.0,11.8,12.5,36.3,18.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.9,15.0,11.0,16.0,14.0,18.5,74.5,37.3,94,A
14,7.0,7.3,6.5,8.5,29.3,14.7,4.5,3.0,5.5,7.0,20.0,10.0,,5.0,0.0,0.0,1.0,0.0,10.0,10.0,10.0,10.0,10.0,8.3,34.0,5.0,8.0,8.5,3.0,6.5,31.0,15.5,49,F
14,8.0,9.0,10.0,10.0,37.0,18.5,5.0,6.0,10.5,12.0,33.5,16.8,9.8,7.5,0.0,10.0,6.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.7,13.5,10.0,16.0,8.0,15.0,62.5,31.3,83,B
14,8.0,9.9,8.5,12.0,38.4,19.2,6.0,6.0,12.0,13.0,37.0,18.5,9.3,9.5,8.5,10.0,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.0,14.3,10.0,15.5,6.5,11.0,57.3,28.6,86,B+
14,7.0,10.0,9.5,12.0,38.5,19.3,6.0,6.0,12.0,13.0,37.0,18.5,10.0,10.0,0.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.8,15.0,13.0,15.5,14.0,17.0,74.5,37.3,92,A
14,8.0,7.2,8.0,12.0,35.2,17.6,6.0,5.5,11.5,11.0,34.0,17.0,8.5,,10.0,10.0,7.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.3,12.3,11.0,16.0,10.0,14.0,63.3,31.6,84,B+
