CSC 103,TEST I,,,,,,TEST II,,,,,,QUIZZES,,,,,LABS,,,,,,,TOTAL,"FINAL 
EXAM",,,,,,,TOTAL,Grade
SEC,Q1,Q2,Q3,Q4,T1,T1,Q1,Q2,Q3,Q4,T2,T2,Q1,Q2,PQ1,PQ2,Quiz,A1,A2,A3,A4,A5,A6,Lab,,Q1,Q2,Q3,Q4,Q5,Final,Final,,
,8,10,10,12,40,20%,6,6,12,16,40,20%,10,10,10,10,10%,10,10,10,10,10,10,10%,60%,16,14,16,14,20,80,40%,100%,
5,8.0,10.0,8.0,12.0,38.0,19.0,6.0,6.0,12.0,13.0,37.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.8,57.3,16.0,14.0,16.0,13.0,18.0,77.0,38.5,96,A
5,8.0,9.5,8.0,12.0,37.5,18.7,6.0,6.0,12.0,11.5,35.5,17.8,6.5,10.0,10.0,7.0,8.4,10.0,9.0,10.0,10.0,10.0,10.0,9.8,54.7,14.5,11.0,16.0,12.0,18.0,71.5,35.8,90,A
5,8.0,8.6,10.0,10.5,37.1,18.6,3.5,3.5,11.0,14.0,32.0,16.0,3.0,5.0,10.0,6.0,6.4,10.0,10.0,10.0,10.0,10.0,9.0,9.8,50.8,11.8,10.5,11.5,1.5,12.0,47.3,23.6,74,C+
6,1.0,6.2,0.0,2.0,9.2,4.6,3.0,0.0,3.0,3.0,9.0,4.5,7.5,0.0,8.8,0.0,4.1,10.0,10.0,10.0,0.0,0.0,0.0,5.0,18.2,,,,,,,,,W
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
6,8.0,6.3,10.0,12.0,36.3,18.2,6.0,5.0,12.0,12.0,35.0,17.5,9.5,9.0,10.0,6.0,8.5,10.0,10.0,10.0,10.0,10.0,0.0,8.3,52.5,11.3,14.0,15.0,8.0,18.0,66.3,33.1,86,B+
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,F
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
6,0.0,0.0,8.0,10.0,18.0,9.0,3.5,3.5,8.3,8.0,23.3,11.6,6.5,1.5,6.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,34.6,4.5,2.0,6.0,1.0,5.0,18.5,9.3,44,F
6,8.0,9.0,9.0,10.0,36.0,18.0,6.0,6.0,12.0,12.0,36.0,18.0,10.0,9.0,10.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.0,14.3,11.0,13.5,7.5,15.0,61.3,30.6,85,B+
6,6.0,8.0,9.0,10.0,33.0,16.5,5.5,4.5,10.8,11.0,31.8,15.9,7.0,7.0,10.0,3.0,6.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,49.1,8.0,11.0,8.0,5.0,8.0,40.0,20.0,69,C-
6,8.0,5.7,9.0,11.0,33.7,16.8,6.0,6.0,11.5,10.0,33.5,16.8,8.0,8.0,10.0,4.0,7.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.0,9.0,9.0,15.0,7.0,8.0,48.0,24.0,75,C+
6,8.0,10.0,10.0,12.0,40.0,20.0,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,15.0,11.0,15.5,10.0,18.0,69.5,34.8,95,A
6,6.0,7.5,8.0,11.0,32.5,16.2,2.0,5.0,11.3,11.0,29.3,14.6,10.0,4.5,10.0,4.0,7.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.0,9.5,9.0,12.5,9.0,10.0,50.0,25.0,73,C
6,6.0,5.3,3.0,10.5,24.8,12.4,3.5,1.0,6.0,7.0,17.5,8.8,9.0,4.0,9.5,4.0,6.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,37.8,8.0,2.0,12.5,0.0,2.0,24.5,12.3,50,F
6,0.0,3.6,8.0,10.0,21.6,10.8,3.5,3.0,5.5,5.0,17.0,8.5,10.0,0.0,0.0,4.0,3.2,10.0,10.0,10.0,10.0,10.0,0.0,8.3,30.8,4.3,4.0,2.5,0.0,4.0,14.8,7.4,38,F
6,4.0,4.0,4.0,11.0,23.0,11.5,4.5,3.5,8.5,10.0,26.5,13.3,7.0,0.0,5.0,0.0,2.9,10.0,10.0,10.0,0.0,0.0,0.0,5.0,32.6,,,,,,,,,W
6,6.0,9.9,10.0,11.0,36.9,18.4,6.0,6.0,11.8,14.0,37.8,18.9,10.0,8.0,10.0,5.0,8.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.4,14.8,13.0,15.0,8.0,9.0,59.8,29.9,85,B+
6,6.0,2.3,7.5,9.0,24.8,12.4,6.0,5.5,8.0,10.0,29.5,14.8,9.5,8.0,5.0,4.0,6.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.4,7.5,2.0,65.0,0.0,4.0,78.5,39.3,83,B
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
6,5.0,4.7,3.0,7.0,19.7,9.9,5.5,4.5,8.3,11.0,29.3,14.6,4.5,7.0,5.0,3.0,4.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,39.2,13.8,5.0,8.5,5.0,6.0,38.3,19.1,58,F
6,6.0,10.0,10.0,11.0,37.0,18.5,6.0,6.0,9.3,11.0,32.3,16.1,10.0,8.0,8.0,8.0,8.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.0,12.5,6.0,16.0,3.5,15.0,53.0,26.5,80,B
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
6,4.0,5.9,7.5,11.0,28.4,14.2,6.0,2.0,1.5,6.0,15.5,7.8,10.0,4.0,10.0,3.0,6.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,38.7,9.8,1.0,10.5,2.0,2.0,25.3,12.6,51,F
6,8.0,8.4,8.5,12.0,36.9,18.4,6.0,6.0,11.3,12.0,35.3,17.6,10.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.9,14.8,11.0,15.0,13.0,16.0,69.8,34.9,91,A
6,8.0,9.0,10.0,11.0,38.0,19.0,6.0,5.0,11.8,6.0,28.8,14.4,9.5,8.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.4,9.8,6.0,14.0,6.5,7.0,43.3,21.6,73,C
6,8.0,8.4,8.5,12.0,36.9,18.5,6.0,6.0,12.0,13.0,37.0,18.5,10.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.8,16.0,10.0,16.0,13.5,16.0,71.5,35.8,93,A
6,7.0,9.5,10.0,10.0,36.5,18.2,6.0,6.0,7.5,13.0,32.5,16.3,10.0,7.5,9.0,2.5,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.4,10.5,3.0,13.5,8.0,8.0,43.0,21.5,73,C
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
6,8.0,10.0,9.0,12.0,39.0,19.5,6.0,5.5,11.5,14.5,37.5,18.8,10.0,8.0,10.0,10.0,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,57.9,14.0,10.0,16.0,13.0,18.0,71.0,35.5,93,A
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,W
6,8.0,8.8,9.0,11.0,36.8,18.4,6.0,6.0,11.8,13.0,36.8,18.4,9.5,8.0,10.0,8.0,8.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.7,13.5,11.5,16.0,1.0,13.0,55.0,27.5,83,B
6,8.0,7.5,7.5,10.0,33.0,16.5,5.5,4.0,7.5,12.0,29.0,14.5,7.0,7.0,9.3,3.5,6.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.6,7.0,7.0,8.5,1.0,7.0,30.5,15.3,63,D
6,7.0,4.0,3.0,8.0,22.0,11.0,5.0,2.0,4.0,8.0,19.0,9.5,7.5,6.0,7.0,5.0,6.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,36.8,9.0,6.0,11.5,4.0,2.0,32.5,16.3,53,F
6,8.0,10.0,7.5,12.0,37.5,18.8,1.5,0.5,6.8,11.0,19.8,9.9,8.0,8.0,10.0,3.0,7.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.7,11.8,5.0,7.5,11.5,16.0,51.8,25.9,72,C
6,0.0,0.0,2.0,1.0,3.0,1.5,0.0,1.5,1.0,0.0,2.5,1.3,0.0,0.0,0.0,0.0,0.0,10.0,-,10.0,0.0,0.0,0.0,3.3,6.1,1.5,0.0,1.5,0.0,1.0,4.0,2.0,8,F
6,2.0,3.8,2.0,5.0,12.8,6.4,3.0,0.5,4.0,7.0,14.5,7.3,9.5,0.0,7.5,0.0,4.2,10.0,10.0,10.0,0.0,0.0,0.0,5.0,22.8,,,,,,,,,W
6,8.0,9.0,8.5,12.0,37.5,18.8,6.0,6.0,11.8,16.0,39.8,19.9,10.0,9.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.4,15.3,11.0,16.0,12.5,18.0,72.8,36.4,95,A
6,4.0,5.4,8.0,10.0,27.4,13.7,6.0,6.0,11.5,14.0,37.5,18.8,10.0,8.0,10.0,4.5,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.4,12.8,9.0,8.0,4.0,8.0,41.8,20.9,71,C
6,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,F
6,6.0,5.5,10.0,12.0,33.5,16.8,4.0,4.5,11.3,14.0,33.8,16.9,4.0,10.0,5.0,5.0,5.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,49.4,13.3,9.0,10.5,2.5,11.0,46.3,23.1,73,C
7,6.0,9.7,6.5,12.0,34.2,17.1,6.0,6.0,10.8,9.0,31.8,15.9,10.0,10.0,9.0,9.5,9.6,10.0,10.0,10.0,10.0,10.0,8.0,9.7,52.2,9.8,8.0,14.0,5.0,9.0,45.8,22.9,75,C+
7,7.0,8.4,7.5,12.0,34.9,17.5,3.5,4.0,9.3,7.0,23.8,11.9,8.5,9.0,10.0,7.0,8.6,10.0,9.5,9.0,10.0,10.0,8.0,9.4,47.3,11.8,9.0,10.5,5.0,9.0,45.3,22.6,70,C
7,8.0,6.4,6.0,10.5,30.9,15.5,6.0,6.0,7.8,8.0,27.8,13.9,8.0,10.0,9.0,6.0,8.1,10.0,10.0,10.0,10.0,10.0,9.5,9.9,47.3,11.8,9.0,11.5,4.0,10.0,46.3,23.1,70,C
7,2.0,2.0,1.0,10.0,15.0,7.5,3.5,0.0,4.5,6.0,14.0,7.0,0.0,1.0,3.0,3.0,2.0,10.0,9.5,10.0,10.0,9.8,0.0,8.2,24.7,,,,,,,,,F
7,8.0,9.0,4.0,11.0,32.0,16.0,1.8,4.0,8.3,10.0,24.0,12.0,8.0,10.0,9.0,6.5,8.3,10.0,9.5,9.0,10.0,9.0,8.0,9.3,45.5,11.5,7.0,11.0,3.5,5.0,38.0,19.0,65,D+
7,8.0,10.0,8.0,11.5,37.5,18.8,6.0,6.0,11.8,10.0,33.8,16.9,10.0,10.0,10.0,10.0,10.0,8.5,9.5,9.5,10.0,10.0,8.0,9.3,54.9,13.3,12.0,16.0,11.5,14.0,66.8,33.4,88,A-
7,8.0,8.0,8.0,12.0,36.0,18.0,3.5,5.5,7.5,10.0,26.5,13.3,7.5,5.0,10.0,6.0,7.3,10.0,9.0,9.0,9.0,7.0,8.0,8.7,47.2,8.8,10.0,10.5,5.0,10.0,44.3,22.1,69,C-
7,8.0,6.6,5.0,10.0,29.6,14.8,2.0,4.0,5.0,10.0,21.0,10.5,8.0,3.0,9.0,9.0,7.6,10.0,9.5,10.0,10.0,10.0,8.0,9.6,42.5,7.0,3.0,8.5,2.0,5.0,25.5,12.8,55,F
7,8.0,6.7,7.0,9.0,30.7,15.3,5.0,5.5,11.5,8.0,30.0,15.0,8.0,3.0,8.0,6.5,6.6,10.0,9.5,10.0,10.0,10.0,8.0,9.6,46.5,11.3,11.0,7.0,4.5,6.0,39.8,19.9,66,D+
7,6.0,8.5,7.0,11.0,32.5,16.3,4.0,1.5,6.5,4.0,16.0,8.0,8.0,8.0,8.0,3.0,6.5,10.0,10.0,10.0,10.0,10.0,8.0,9.7,40.4,9.5,4.0,5.5,1.5,6.0,26.5,13.3,54,F
7,8.0,8.0,7.0,11.0,34.0,17.0,5.5,3.8,5.3,7.0,21.5,10.8,8.0,8.0,8.0,6.5,7.6,10.0,10.0,10.0,10.0,10.0,8.0,9.7,45.0,8.0,11.5,6.5,3.5,8.0,37.5,18.8,64,D+
7,6.0,7.0,7.0,11.0,31.0,15.5,6.0,5.0,12.0,10.0,33.0,16.5,0.0,10.0,9.0,8.5,7.3,10.0,9.0,10.0,10.0,10.0,8.0,9.5,48.7,10.5,11.5,16.0,2.9,3.0,43.9,22.0,71,C
7,8.0,8.0,5.0,11.0,32.0,16.0,6.0,4.5,10.5,12.0,33.0,16.5,8.0,8.0,7.0,10.0,8.3,10.0,9.0,10.0,10.0,9.0,10.0,9.7,50.4,13.5,12.5,7.5,3.0,8.0,44.5,22.3,73,C
7,2.0,4.3,6.0,8.0,20.3,10.2,2.0,0.0,3.5,3.0,8.5,4.3,5.0,10.0,7.0,2.5,5.9,10.0,10.0,9.0,0.0,0.0,0.0,4.8,25.1,5.8,2.0,0.0,0.0,3.0,10.8,5.4,30,F
7,8.0,5.4,6.0,11.0,30.4,15.2,6.0,5.5,6.8,10.0,28.3,14.1,8.0,5.0,10.0,9.0,8.3,10.0,10.0,10.0,10.0,9.0,8.0,9.5,47.1,12.0,7.0,5.0,4.0,6.0,34.0,17.0,64,D+
7,8.0,8.4,8.0,12.0,36.4,18.2,6.0,5.5,5.5,5.0,22.0,11.0,10.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,9.7,47.9,13.3,8.0,15.5,4.0,8.0,48.8,24.4,72,C
7,8.0,7.8,6.0,12.0,33.8,16.9,6.0,6.0,11.5,7.0,30.5,15.3,10.0,4.0,10.0,6.0,7.6,10.0,10.0,8.0,10.0,10.0,8.0,9.3,49.1,,,,,,,,,F
7,8.0,7.0,4.0,10.0,29.0,14.5,6.0,5.3,4.5,8.0,23.8,11.9,8.0,3.0,9.0,4.0,6.1,10.0,10.0,10.0,10.0,0.0,8.0,8.0,40.5,8.5,3.0,6.5,0.0,3.0,21.0,10.5,51,F
7,0.0,2.2,2.0,8.0,12.2,6.1,1.0,2.5,4.0,8.0,15.5,7.8,0.0,0.0,3.0,2.0,1.5,7.0,9.5,10.0,9.0,0.0,0.0,5.9,21.3,,,,,,,,,F
7,8.0,9.9,9.5,11.0,38.4,19.2,6.0,5.0,11.5,13.0,35.5,17.8,10.0,9.0,10.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.4,11.0,11.0,13.5,9.0,11.0,55.5,27.8,84,B+
7,8.0,9.0,6.5,11.0,34.5,17.2,6.0,6.0,8.5,10.0,30.5,15.3,10.0,10.0,9.0,8.5,9.3,10.0,10.0,10.0,10.0,9.0,8.0,9.5,51.2,11.0,9.0,12.0,5.0,8.0,45.0,22.5,74,C+
7,6.0,7.7,7.0,12.0,32.7,16.4,3.5,4.0,8.0,8.0,23.5,11.8,8.0,7.0,10.0,5.0,7.5,10.0,10.0,10.0,10.0,10.0,8.0,9.7,45.3,11.5,6.0,11.0,3.5,7.0,39.0,19.5,65,D+
7,8.0,6.8,6.0,12.0,32.8,16.4,6.0,6.0,12.0,16.0,40.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.8,10.0,10.0,10.0,9.8,56.2,13.8,13.0,16.0,10.5,14.0,67.3,33.6,90,A
7,8.0,6.0,6.5,10.5,31.0,15.5,3.8,4.3,6.0,6.0,20.0,10.0,6.5,8.0,9.0,4.0,6.8,10.0,9.5,10.0,10.0,9.0,8.0,9.4,41.7,5.0,3.0,12.5,3.0,5.0,28.5,14.3,56,F
7,6.0,5.4,7.0,11.0,29.4,14.7,,,,,0.0,0.0,10.0,9.0,9.5,2.5,7.4,10.0,9.5,10.0,10.0,9.0,8.0,9.4,31.5,,,,,,,,,F
7,8.0,5.8,8.5,9.0,31.3,15.7,6.0,3.3,10.8,9.0,29.0,14.5,8.0,7.0,9.5,6.5,7.8,10.0,10.0,10.0,10.0,10.0,8.0,9.7,47.6,10.5,3.0,9.0,4.5,9.0,36.0,18.0,66,D+
7,8.0,8.5,10.0,12.0,38.5,19.3,6.0,6.0,11.8,13.0,36.8,18.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.8,57.5,15.3,14.0,16.0,14.0,19.0,78.3,39.1,97,A
7,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,,,,,,,,W
7,8.0,7.3,6.5,11.0,32.8,16.4,6.0,4.5,11.0,12.0,33.5,16.8,6.0,10.0,9.0,10.0,8.9,10.0,9.0,10.0,10.0,10.0,8.0,9.5,51.6,13.3,4.0,15.5,8.5,5.0,46.3,23.1,75,C+
7,8.0,8.5,10.0,10.5,37.0,18.5,6.0,6.0,11.8,14.5,38.3,19.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,9.5,57.1,11.5,14.0,15.5,14.0,17.0,72.0,36.0,93,A
7,8.0,9.0,10.0,12.0,39.0,19.5,6.0,6.0,11.8,14.0,37.8,18.9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.7,58.0,14.3,11.0,14.5,11.5,18.0,69.3,34.6,93,A
7,8.0,5.1,1.0,8.0,22.1,11.0,3.5,5.0,6.8,5.0,20.3,10.1,10.0,0.0,6.0,0.0,3.8,10.0,9.0,9.0,0.0,0.0,0.0,4.7,29.6,,,,,,,,,W
7,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,,,,,,,,W
7,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,WF
7,6.0,5.9,4.5,11.5,27.9,14.0,4.0,3.5,10.5,9.0,27.0,13.5,8.0,0.0,9.0,8.0,6.7,10.0,9.0,10.0,10.0,8.0,8.0,9.2,43.3,12.8,8.0,6.5,5.5,9.0,41.8,20.9,64,D+
7,8.0,7.4,6.5,11.0,32.9,16.5,6.0,3.8,11.3,10.0,31.0,15.5,10.0,3.0,10.0,8.5,8.2,10.0,9.0,9.0,10.0,10.0,9.0,9.5,49.6,15.0,4.0,14.5,6.5,7.0,47.0,23.5,73,C
8,8.0,8.1,7.0,12.0,35.1,17.5,3.5,3.5,6.0,10.0,23.0,11.5,10.0,1.0,9.0,2.0,5.5,10.0,9.0,10.0,0.0,10.0,10.0,8.2,42.7,9.3,5.0,10.5,3.0,9.0,36.8,18.4,61,D
8,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,4.7,,,,,,,,,W
8,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
8,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
8,4.0,9.1,5.0,10.0,28.1,14.1,1.8,6.0,7.0,12.0,26.8,13.4,0.0,0.0,10.0,0.0,3.0,10.0,9.0,10.0,0.0,0.0,0.0,4.8,35.3,,,,,,,,,W
8,7.0,7.6,4.0,2.0,20.6,10.3,6.0,5.5,10.0,7.0,28.5,14.3,7.0,9.0,3.0,8.0,6.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,41.1,10.5,9.0,4.0,3.0,10.0,36.5,18.3,59,D
8,4.0,4.8,5.5,11.0,25.3,12.7,6.0,4.5,8.0,5.0,23.5,11.8,8.5,5.0,5.0,8.0,6.6,10.0,10.0,10.0,10.0,9.0,10.0,9.8,40.8,14.3,4.0,4.5,6.0,8.0,36.8,18.4,59,D
8,8.0,5.1,4.0,7.5,24.6,12.3,1.5,0.0,6.5,8.0,16.0,8.0,5.0,2.5,5.0,4.0,4.2,10.0,9.0,10.0,10.0,9.0,10.0,9.7,34.1,8.0,3.0,5.0,2.0,3.0,21.0,10.5,45,F
8,1.0,0.6,0.5,0.0,2.1,1.1,4.0,0.0,1.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,5.2,,,,,,,,,W
8,8.0,8.5,9.0,9.0,34.5,17.3,4.0,6.0,12.0,14.0,36.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.8,55.1,12.3,12.5,16.0,14.0,16.0,70.8,35.4,90,A
8,8.0,7.2,8.0,12.0,35.2,17.6,6.0,6.0,12.0,14.0,38.0,19.0,8.0,10.0,10.0,6.0,8.4,10.0,9.0,10.0,10.0,9.0,10.0,9.7,54.7,12.8,10.0,15.5,13.0,13.0,64.3,32.1,87,A-
8,8.0,7.7,8.0,12.0,35.7,17.9,2.5,6.0,11.8,6.0,26.3,13.1,6.5,10.0,10.0,10.0,9.3,10.0,9.0,10.0,10.0,0.0,10.0,8.2,48.4,14.8,7.8,13.0,13.0,11.0,59.5,29.8,78,B-
8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,,,,,,,,F
8,8.0,8.1,10.0,11.0,37.1,18.5,3.5,6.0,11.5,12.0,33.0,16.5,0.0,0.0,10.0,0.0,3.0,10.0,10.0,0.0,10.0,10.0,0.0,6.7,44.7,11.0,11.5,15.5,12.0,13.0,63.0,31.5,76,C+
8,8.0,8.1,6.5,10.0,32.6,16.3,5.0,6.0,8.8,11.0,30.8,15.4,8.5,9.0,10.0,8.0,8.9,10.0,9.0,10.0,10.0,10.0,10.0,9.8,50.4,13.0,7.0,12.5,4.0,7.0,43.5,21.8,72,C
8,1.0,5.7,7.0,9.0,22.7,11.3,6.0,5.5,4.5,11.0,27.0,13.5,5.0,0.0,10.0,6.0,5.8,10.0,9.0,10.0,10.0,9.0,0.0,8.0,38.6,7.0,4.0,11.0,4.5,6.0,32.5,16.3,55,F
8,7.0,3.3,3.0,11.0,24.3,12.1,1.5,4.5,5.3,10.0,21.3,10.6,5.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,10.0,8.0,0.0,8.0,31.8,9.8,5.0,5.0,2.0,3.0,24.8,12.4,44,F
8,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,,,,,,,,,W
8,6.0,7.6,6.5,2.5,22.6,11.3,4.0,6.0,5.8,9.0,24.8,12.4,10.0,10.0,5.0,8.0,7.9,10.0,9.0,10.0,10.0,10.0,10.0,9.8,41.4,10.3,8.0,11.0,3.5,5.0,37.8,18.9,60,D
8,8.0,4.6,3.0,1.0,16.6,8.3,,,,,0.0,0.0,0.0,0.0,5.0,0.0,1.5,10.0,9.0,0.0,0.0,0.0,0.0,3.2,12.9,,,,,,,,,W
8,6.0,9.0,10.0,12.0,37.0,18.5,4.5,6.0,11.5,10.0,32.0,16.0,7.0,8.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,53.5,12.0,12.5,13.0,14.0,12.0,63.5,31.8,85,B+
8,2.0,0.8,4.0,3.0,9.8,4.9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,,,,,F
8,8.0,9.0,9.0,12.0,38.0,19.0,6.0,5.5,11.8,11.0,34.3,17.1,10.0,10.0,9.0,5.0,8.2,10.0,9.0,10.0,8.0,10.0,10.0,9.5,53.8,14.3,8.5,13.5,9.0,14.0,59.3,29.6,83,B
8,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,0.0,0.0,0.0,4.8,4.8,,,,,,,,,W
9,8.0,7.8,9.5,12.0,37.3,18.7,5.5,3.0,11.8,5.0,25.3,12.6,10.0,8.0,10.0,7.0,8.7,10.0,10.0,10.0,5.0,10.0,10.0,9.2,49.1,7.8,3.5,1.0,0.0,2.0,14.3,7.1,56,F
9,1.0,3.4,4.0,2.0,10.4,5.2,3.0,3.8,2.0,3.0,11.8,5.9,3.0,,1.0,,0.9,10.0,0.0,10.0,,,,3.3,15.3,,,,,,,,,W
9,4.0,2.0,2.5,1.0,9.5,4.8,1.0,0.0,0.0,1.0,2.0,1.0,3.0,,2.0,,1.2,10.0,0.0,10.0,,,,3.3,10.3,3.0,0.0,0.0,0.0,1.0,4.0,2.0,12,F
9,2.0,8.0,8.0,9.0,27.0,13.5,6.0,5.0,9.3,4.0,24.3,12.1,5.5,,,,1.1,,,,,,,0.0,26.7,2.5,0.0,1.5,0.0,4.0,8.0,4.0,31,F
9,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
9,2.0,0.0,2.0,2.0,6.0,3.0,1.0,1.5,1.0,1.0,4.5,2.3,10.0,8.0,7.0,5.0,7.2,10.0,10.0,10.0,10.0,10.0,,8.3,20.8,0.5,0.0,0.0,0.0,0.0,0.5,0.3,21,F
9,8.0,8.0,10.0,10.0,36.0,18.0,5.5,5.5,11.5,8.0,30.5,15.3,10.0,9.5,7.0,7.0,8.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.3,11.8,8.0,14.5,5.5,12.0,51.8,25.9,77,B-
9,8.0,9.5,9.5,12.0,39.0,19.5,6.0,5.5,12.0,15.0,38.5,19.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.7,58.4,14.5,13.5,16.0,14.0,19.0,77.0,38.5,97,A
9,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,W
9,6.0,8.6,5.0,11.0,30.6,15.3,6.0,6.0,7.5,7.0,26.5,13.3,8.5,8.0,5.0,6.0,6.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.1,5.5,4.0,9.5,2.0,6.5,27.5,13.8,59,D
9,8.0,7.6,7.5,10.5,33.6,16.8,6.0,5.8,11.5,13.0,36.3,18.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.9,13.3,9.0,13.5,4.0,9.5,49.3,24.6,80,B
